ada,issue_date,subject,supplier_afm,supplier_name,amount_eur,reason
ΩΥΖΞ46906Ι-Τ6Θ,2021-12-17,Έγκριση πληρωμής δαπάνης εφημεριών Επιστημονικού μη Ιατρ. προσωπικού 11ος 2021,,,3227.37,anonymous sponsor (empty sponsorAFMName)
6ΖΖΕ46906Ι-2ΛΗ,2021-12-17,Έγκριση πληρωμής δαπάνης τακτικών εφημεριών 10ος-2021,,,105001.53,anonymous sponsor (empty sponsorAFMName)
ΨΔ2Ψ46906Ι-ΥΒΤ,2021-12-07,ΕΓΚΡΙΣΗ ΠΛΗΡΩΜΗΣ ΔΑΠΑΝΗΣ ΔΕΔ/ΝΑ 11-2021 ΤΕΙ Α,,,186.19,anonymous sponsor (empty sponsorAFMName)
Ω1ΩΡ46906Ι-ΡΔΘ,2021-12-06,ΕΓΚΡΙΣΗ ΠΛΗΡΩΜΗΣ ΔΑΠΑΝΗΣ ΔΕΔ/ΝΑ 11-2021 COVID ΙΑΤΡΟΙ ΚΑΙ ΛΟΙΠΟΙ Β,,,39042.68,anonymous sponsor (empty sponsorAFMName)
Ψ3Δ146906Ι-ΨΗΞ,2021-12-06,"ΕΓΚΡΙΣΗ ΠΛΗΡΩΜΗΣ ΔΑΠΑΝΗΣ ΔΕΔ/ΝΑ 11-2021 ΑΜΙΣΘΟΙ, ΤΕΙ",,,1030.25,anonymous sponsor (empty sponsorAFMName)
6ΡΨΝ46906Ι-ΝΙ7,2021-12-06,ΕΓΚΡΙΣΗ ΠΛΗΡΩΜΗΣ ΔΑΠΑΝΗΣ ΔΕΔ/ΝΑ 11-2021 ΕΣΠΑ COVID-19 ΛΟΙΠΟ ΕΠΙΚΟΥΡΙΚΟ ΠΡΟΣΩΠΙΚΟ ΣΑΕΠ0081 ΥΠ.16-ΟΠΣ.5070506,,,15771.92,anonymous sponsor (empty sponsorAFMName)
ΨΛ7946906Ι-ΨΕΠ,2021-12-06,ΕΓΚΡΙΣΗ ΠΛΗΡΩΜΗΣ ΔΑΠΑΝΗΣ ΔΕΔ/ΝΑ 11-2021 COVID ΙΑΤΡΟΣ ΚΑΙ ΛΟΙΠΟΙ Α,,,18119.83,anonymous sponsor (empty sponsorAFMName)
64Χ946906Ι-5ΦΩ,2021-12-03,ΑΜΟΙΒΗ ΜΕΛΩΝ ΤΟΥ Δ.Σ.ΤΟΥ ΝΟΣΟΚΟΜΕΙΟΥ,999150010,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΘΕΣΣΑΛΟΝΙΚΗΣ ΑΓΙΟΣ ΠΑΥΛΟΣ,280.00,self-referential (payroll/EFKA/FMY remittance)
99ΖΘ46906Ι-ΥΔΩ,2021-12-02,ΟΛΟΗΜΕΡΗ ΛΕΙΤΟΥΡΓΙΑ ΕΡΓΑΣΤΗΡΙΩΝ ΙΟΥΛΙΟΥ 2021,,,16952.02,anonymous sponsor (empty sponsorAFMName)
ΨΕΩΩ46906Ι-ΖΨΧ,2021-11-30,"Έγκριση πληρωμής της δαπάνης, που αφορά στην Εξόρμηση του Σταθμού Αιμοδοσίας του Γ.Ν.Θ .“ΑΓΙΟΣ ΠΑΥΛΟΣ” στον Άγιο Νικόλαο του Νομού Χαλκιδικής, για λήψη αίματος.",,,60.00,anonymous sponsor (empty sponsorAFMName)
6ΙΠΘ46906Ι-ΔΚΙ,2021-11-30,Την έγκριση πληρωμής της  δαπάνης σχετικά με το ύψος καταβολής του Ειδικού Τέλους  υπέρ Ε.Κ.Α.Π.Υ για τις συμβάσεις –Συμφωνίες Πλαίσιο της Εθνικής Κεντρικής Αρχής Προμηθειών Υγείας με το Γ.Ν.Θ. Άγιος Παύλος,999150010,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΘΕΣΣΑΛΟΝΙΚΗΣ ΑΓΙΟΣ ΠΑΥΛΟΣ,41.21,self-referential (payroll/EFKA/FMY remittance)
ΩΦ9Φ46906Ι-ΜΝΠ,2021-11-25,Έγκριση εκκαθάρισης πρόσθετων εφημεριών μηνός Ιουνίου 2021,,,17202.57,anonymous sponsor (empty sponsorAFMName)
66ΓΩ46906Ι-ΜΕ8,2021-11-24,Εξόρμηση Σταθμού Αιμοδοσίας του Γ.Ν.Θ .“ΑΓΙΟΣ ΠΑΥΛΟΣ” - Έγκριση πληρωμής δαπάνης,,,50.00,anonymous sponsor (empty sponsorAFMName)
6ΝΔΟ46906Ι-ΖΛΦ,2021-11-17,ΕΓΚΡΙΣΗ ΕΚΚΑΘΑΡΙΣΗΣ ΠΡΌΣΘΕΤΩΝ ΚΑΙ ΥΠΕΡΒΑΛΛΟΥΣΩΝ ΕΦΗΜΕΡΙΏΝ ΜΗΝΟΣ ΜΑΙΟΥ 2021,,,33809.85,anonymous sponsor (empty sponsorAFMName)
Ψ6ΟΡ46906Ι-ΝΙΦ,2021-11-05,ΔΕΔΟΥΛΕΥΜΕΝΑ 10/2021 ΕΠΙΚΟΥΡΙΚΗ ΙΑΤΡΟΣ Λ.Ι.Θ.,,,2263.68,anonymous sponsor (empty sponsorAFMName)
ΨΩ3Κ46906Ι-ΔΤ6,2021-11-04,ΔΕΔΟΥΛΕΥΜΕΝΑ COVID  ΙΑΤΡΟΙ ΛΟΙΠΟ 10/2021,,,58615.63,anonymous sponsor (empty sponsorAFMName)
ΩΞ5Δ46906Ι-ΜΑΔ,2021-11-04,ΟΛΟΗΜΕΡΗ ΛΕΙΤΟΥΡΓΙΑ ΕΡΓΑΣΤΗΡΙΩΝ ΙΟΥΝΙΟΥ 2021,,,14337.73,anonymous sponsor (empty sponsorAFMName)
ΨΒΛΡ46906Ι-Ω9Λ,2021-11-04,ΔΕΕΟΥΛΕΥΜΕΝΑ ΕΣΠΑ  10 2021,,,16249.44,anonymous sponsor (empty sponsorAFMName)
971446906Ι-ΨΓΙ,2021-11-04,ΔΕΔΟΥΛΕΥΜΕΝΑ ΤΕΙ 10/2021 ΝΕΟΣ ΣΠΟΥΔΑΣΤΗΣ,,,186.19,anonymous sponsor (empty sponsorAFMName)
ΨΟ9Β46906Ι-Δ2Ν,2021-11-04,ΔΕΔΟΥΛΕΥΜΕΝΑ ΤΕΙ 10/2021,,,1061.29,anonymous sponsor (empty sponsorAFMName)
6Β3Β46906Ι-ΖΨΣ,2021-11-03,ΕΓΡΙΣΗ ΔΑΠΑΝΗΣ  ΜΙΣΘΟΔΟΣΙΑΣ ΠΑΡΑΤΑΣΗΣ  ΙΑΤΡΟΥ Κ.Θ.,,,1847.20,anonymous sponsor (empty sponsorAFMName)
ΨΠΚΥ46906Ι-ΞΔΜ,2021-11-03,ΔΕΔΟΥΛΕΥΜΕΝΑ 10 2021,,,671.72,anonymous sponsor (empty sponsorAFMName)
6ΑΔ046906Ι-0ΤΡ,2021-11-03,Έγκριση εκκαθάρισης πρόσθετων και Υπερβαλλουσών Εφημεριών μηνός Απριλίου 2021,,,26927.49,anonymous sponsor (empty sponsorAFMName)
ΩΔΣΚ46906Ι-2ΨΖ,2021-11-03,"Πληρωμή πρόσθετων εφημερίων του ενταγμένου Επικουρικού Ιατρικού προσωπικού στο συγχρηματοδοτούμενο πρόγραμμα ΕΣΠΑ, μηνός Μαΐου 2021",,,191.96,anonymous sponsor (empty sponsorAFMName)
ΨΞΓ646906Ι-8ΛΓ,2021-10-18,Έγκριση πληρωμής δαπάνης τακτικών εφημεριών μηνός Σεπτεμβρίου 2021,,,102451.13,anonymous sponsor (empty sponsorAFMName)
ΨΛΝΩ46906Ι-3ΥΔ,2021-10-07,ΟΛΟΗΜΕΡΗ ΛΕΙΤΟΥΡΓΙΑ ΕΡΓΑΣΤΗΡΙΩΝ ΜΑΙΟΥ 2021,,,9330.69,anonymous sponsor (empty sponsorAFMName)
ΩΓΙΝ46906Ι-8Ρ0,2021-10-13,ΕΦΗΜΕΡΙΕΣ ΕΠΙΣΤΗΜΟΝΙΚΟΥ 9ος 2021,,,2938.95,anonymous sponsor (empty sponsorAFMName)
6ΞΧΒ46906Ι-ΝΞΨ,2021-10-08,ΠΛΗΡΩΜΉ ΠΡΌΣΘΕΤΩΝ ΕΦΗΜΕΡΙΏΝ ΜΗΝΟΣ ΜΑΡΤΙΟΥ 2021,,,33516.78,anonymous sponsor (empty sponsorAFMName)
ΨΓΑΜ46906Ι-34Χ,2021-10-06,ΠΛΗΡΩΜΉ ΠΡΌΣΘΕΤΩΝ ΕΦΗΜΕΡΙΏΝ ΜΗΝΟΣ ΙΑΝΟΥΑΡΙΟΥ 2021,,,32500.63,anonymous sponsor (empty sponsorAFMName)
6ΛΙΝ46906Ι-13Κ,2021-10-04,"ΕΓΚΡΙΣΗ ΠΛΗΡΩΜΗΣ ΔΑΠΑΝΗΣ ΔΕΔΝΑ 9-2021 ΑΜΙΣΘΟΙ, ΤΕΙ",,,1346.77,anonymous sponsor (empty sponsorAFMName)
ΩΓΗΚ46906Ι-Ν5Π,2021-10-01,ΕΓΚΡΙΣΗ ΠΛΗΡΩΜΗΣ ΔΑΠΑΝΗΣ ΔΕΔ/ΝΑ 09-2021 ΕΣΠΑ COVID-19 ΛΟΙΠΟ ΕΠΙΚΟΥΡΙΚΟ ΠΡΟΣΩΠΙΚΟ ΣΑΕΠ0081 ΥΠ.16-ΟΠΣ.5070506,,,16030.37,anonymous sponsor (empty sponsorAFMName)
963Ε46906Ι-0ΧΣ,2021-10-01,ΕΓΚΡΙΣΗ ΠΛΗΡΩΜΗΣ ΔΑΠΑΝΗΣ ΔΕΔΟΥΛΕΥΜΕΝΑ 09.2021,,,4499.67,anonymous sponsor (empty sponsorAFMName)
9Κ4Ψ46906Ι-ΖΦΒ,2021-10-01,ΕΓΚΡΙΣΗ ΠΛΗΡΩΜΗΣ ΔΑΠΑΝΗΣ ΔΕΔ/ΝΑ 09-2021 COVID ΙΑΤΡΟΣ Α,,,602.82,anonymous sponsor (empty sponsorAFMName)
ΩΝΨ846906Ι-9ΕΔ,2021-10-01,Έγκριση πληρωμής δαπάνης που αφορά έξοδα μετακίνησης εκτός έδρας.,,,167.05,anonymous sponsor (empty sponsorAFMName)
6Υ4046906Ι-2ΓΚ,2021-10-01,ΕΓΚΡΙΣΗ ΠΛΗΡΩΜΗΣ ΔΑΠΑΝΗΣ ΔΕΔ/ΝΑ 09-2021 COVID ΙΑΤΡΟΙ ΚΑΙ ΛΟΙΠΟΙ Β,,,57422.74,anonymous sponsor (empty sponsorAFMName)
ΩΖ3Ε46906Ι-ΝΚΣ,2021-09-29,Έγκριση πληρωμής δαπάνης τακτικών εφημεριών ιατρικού προσωπικού μηνός Αυγούστου 2021,,,107345.70,anonymous sponsor (empty sponsorAFMName)
64ΩΨ46906Ι-ΨΧΓ,2021-09-27,Έγκριση πληρωμής δαπάνης που αφορά έξοδα μετακίνησης και ημερήσια αποζημίωση.,,,114.52,anonymous sponsor (empty sponsorAFMName)
6Γ7Λ46906Ι-9Ξ5,2021-09-24,ΕΓΚΡΙΣΗ ΠΛΗΡΩΜΗΣ ΔΑΠΑΝΗΣ ΕΠΑΣ ΜΑΘΗΤΕΙΑ  6-2021,,,158.10,anonymous sponsor (empty sponsorAFMName)
Ω5ΡΧ46906Ι-ΥΨ1,2021-09-24,ΕΓΚΡΙΣΗ ΠΛΗΡΩΜΗΣ ΔΑΠΑΝΗΣ ΕΠΑΣ ΜΑΘΗΤΕΙΑ  5-2021,,,9.30,anonymous sponsor (empty sponsorAFMName)
ΨΨΖΔ46906Ι-ΕΛΓ,2021-09-22,"Έγκριση πληρωμής δαπάνης, το οποίο αφορά στην αποζημίωση εφημεριών Χημικών, Βιοχημικών, Κλινικών Χημικών, Βιολόγων, Φαρμακοποιών-Νοσοκομειακών Φαρμακοποιών, Ψυχολόγων Φυσικών Νοσοκομείων – Ακτινοφυσικών και Κτηνιάτρων, μηνός Αυγούστου 2021.",,,2941.91,anonymous sponsor (empty sponsorAFMName)
9ΩΥΙ46906Ι-ΒΛΞ,2021-09-22,ΠΡΟΣΘΕΤΕΣ ΕΦΗΜΕΡΙΕΣ ΕΠΙΚΟΥΡΙΚΩΝ ΙΑΤΡΩΝ ΕΣΠΑ COVID-19 -  ΦΕΒΡΟΥΑΡΙΟΣ 2021,,,55.52,anonymous sponsor (empty sponsorAFMName)
6ΖΠΙ46906Ι-30Ρ,2021-09-16,ΠΛΗΡΩΜΉ ΠΡΌΣΘΕΤΩΝ ΕΦΗΜΕΡΙΏΝ  2ος-2021,,,23227.42,anonymous sponsor (empty sponsorAFMName)
676Ρ46906Ι-Κ2Χ,2021-09-15,ΠΛΗΡΩΜΗ  ΔΑΠΑΝΗΣ ΜΕΛΩΝ ΤΟΥ Δ.Σ ΤΟΥ ΝΟΣΟΚΟΜΕΙΟΥ,999150010,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΘΕΣΣΑΛΟΝΙΚΗΣ ΑΓΙΟΣ ΠΑΥΛΟΣ,240.00,self-referential (payroll/EFKA/FMY remittance)
ΨΙΛΞ46906Ι-ΜΗΒ,2021-09-13,ΠΛΗΡΩΜΉ ΠΡΌΣΘΕΤΩΝ ΕΦΗΜΕΡΙΏΝ 12ος-2020,,,27365.37,anonymous sponsor (empty sponsorAFMName)
9ΖΙΑ46906Ι-ΕΓΥ,2021-09-10,ΠΛΗΡΩΜΗ ΠΟΣΟΥ ΓΙΑ ΠΡΟΜΗΘΕΙΑ ΣΤΗΝ ΤΡΑΠΕΖΑ ΠΕΙΡΑΙΩΣ ΣΧΕΤΙΚΑ ΜΕΚΑΤΑΘΕΣΗ ΠΟΣΟΥ ΣΤΗΝ ΕΘΝΙΚΗ ΤΡΑΠΕΖΑ ΤΗΣ ΣΕΡΒΙΑΣ,999150010,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΘΕΣΣΑΛΟΝΙΚΗΣ ΑΓΙΟΣ ΠΑΥΛΟΣ,9.00,self-referential (payroll/EFKA/FMY remittance)
665Ζ46906Ι-Κ4Μ,2021-09-09,ΕΦΗΜΕΡΙΕΣ ΕΠΙΣΤΗΜΟΝΙΚΟΥ 7ος 2021,,,3084.18,anonymous sponsor (empty sponsorAFMName)
ΨΔΙΕ46906Ι-Ν93,2021-09-08,ΤΑΚΤΙΚΕΣ ΕΦΗΜΕΡΙΕΣ 07-2021,,,108770.62,anonymous sponsor (empty sponsorAFMName)
ΨΛΕΤ46906Ι-ΚΩΟ,2021-09-07,ΟΛΟΗΜΕΡΗ ΛΕΙΤΟΥΡΓΙΑ ΕΡΓΑΣΤΗΡΙΩΝ ΑΠΡΙΛΙΟΥ 2021,,,8976.28,anonymous sponsor (empty sponsorAFMName)
ΨΕΛΩ46906Ι-ΥΘΠ,2021-09-03,ΕΓΚΡΙΣΗ ΠΛΗΡΩΜΗΣ ΔΑΠΑΝΗΣ ΣΟΥΔΑΣΤΩΝ ΤΕΙ-ΕΠΑΛ 8/2021,,,1984.87,anonymous sponsor (empty sponsorAFMName)
ΩΔΗ846906Ι-Λ37,2021-09-03,ΕΚΡΙΣΗ ΔΑΠΑΝΗΣ ΕΠΙΚΟΥΡΙΚΟΥ ΠΡΟΣΩΠΙΚΟΥ ΠΡΟΣΛΗΨΗ ΛΟΓΩ ΠΑΝΔΗΜΙΑΣ  COVID-19 8/2021,,,550.54,anonymous sponsor (empty sponsorAFMName)
9ΗΕΛ46906Ι-ΙΥ4,2021-09-03,ΕΓΚΡΙΣΗ ΠΛΗΡΩΜΗΣ ΔΑΠΑΝΗΣ ΙΑΤΡΙΚΟΥ ΚΑΙ ΛΟΙΠΟΥ ΠΡΟΣΩΠΙΚΟΥ 8/2021 ΕΣΠΑ,,,61205.71,anonymous sponsor (empty sponsorAFMName)
6ΗΟΡ46906Ι-ΔΕΓ,2021-09-03,ΕΓΚΡΙΣΗ ΠΛΗΡΩΜΗΣ ΔΑΠΑΝΗΣ ΛΟΙΠΟΥ ΕΠΙΚΟΥΡΙΚΟΥ ΠΡΟΣΩΠΙΚΟΥ 8/2021 ΕΣΠΑ,,,21250.65,anonymous sponsor (empty sponsorAFMName)
ΨΔΖΙ46906Ι-Ζ2Ρ,2021-09-03,ΕΓΚΡΙΣΗ ΠΛΗΡΩΜΗΣ ΔΑΠΑΝΗΣ ΕΠΙΚΟΥΡΙΚΟΥ ΠΡΟΣΩΠΙΚΟΥ 8/2021,,,5988.29,anonymous sponsor (empty sponsorAFMName)
ΩΚΤΒ46906Ι-5ΛΒ,2021-08-30,ΠΛΗΡΩΜΗ ΠΑΡΑΒΟΛΟΥ ΣΤΟ ΠΑΝΕΠΙΣΤΗΜΙΟ ΝΙΣ ΓΙΑ ΕΝΕΡΓΕΙΕΣ ΕΠΙΒΕΒΑΙΩΣΗΣ ΠΤΥΧΙΟΥ,999150010,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΘΕΣΣΑΛΟΝΙΚΗΣ ΑΓΙΟΣ ΠΑΥΛΟΣ,100.00,self-referential (payroll/EFKA/FMY remittance)
ΩΦ0Φ46906Ι-Ι9Ν,2021-08-20,ΟΛΟΗΜΕΡΗ ΛΕΙΤΟΥΡΓΙΑ ΕΡΓΑΣΤΗΡΙΩΝ 03/2021,,,12976.66,anonymous sponsor (empty sponsorAFMName)
6Ε3Β46906Ι-67Υ,2021-08-03,"ΕΓΚΡΙΣΗ ΠΛΗΡΩΜΗΣ ΔΑΠΑΝΗΣ ΔΕΔ/ΝΑ 7-2021 ΑΜΙΣΘΟΙ, ΤΕΙ",,,1658.21,anonymous sponsor (empty sponsorAFMName)
ΩΗ1Ο46906Ι-9ΤΛ,2021-08-03,ΕΓΚΡΙΣΗ ΠΛΗΡΩΜΗΣ ΔΑΠΑΝΗΣ ΔΕΔ/ΝΑ 7-2021 ΤΕΙ Α',,,347.55,anonymous sponsor (empty sponsorAFMName)
6ΧΟΔ46906Ι-Δ0Ο,2021-08-02,ΕΓΚΡΙΣΗ ΠΛΗΡΩΜΗΣ ΔΑΠΑΝΗΣ ΔΕΔ/ΝΑ 07-2021 ΕΣΠΑ COVID-19 ΛΟΙΠΟ ΕΠΙΚΟΥΡΙΚΟ ΠΡΟΣΩΠΙΚΟ ΣΑΕΠ0081 ΥΠ.16-ΟΠΣ.5070506,,,21063.84,anonymous sponsor (empty sponsorAFMName)
ΨΧΙΨ46906Ι-Α9Π,2022-05-26,Έγκριση εκκαθάρισης πρόσθετων εφημεριών μηνός Νοεμβρίου 2021,,,12904.23,anonymous sponsor (empty sponsorAFMName)
6ΥΒ146906Ι-9ΔΖ,2022-05-16,Έγκριση πληρωμής δαπάνης εξόρμησης Σταθμού Αιμοδοσίας για λήψη αίματος.,,,260.00,anonymous sponsor (empty sponsorAFMName)
ΨΔΝ646906Ι-Ι6Ι,2022-05-04,MΜΙΣΘΟΔΟΣΙΑ COVID 4 2022,,,65414.72,anonymous sponsor (empty sponsorAFMName)
ΩΜΗΞ46906Ι-ΜΗΖ,2022-05-04,ΔΕΔΟΥΕΥΜΕΝΑ 4 2022,,,3832.23,anonymous sponsor (empty sponsorAFMName)
6ΚΙΞ46906Ι-Ι46,2022-05-03,Έγκριση πληρωμής δαπάνης εφημεριών επιστημονικού μη ιατρικού προσωπικού.,,,3386.69,anonymous sponsor (empty sponsorAFMName)
6Ι8Χ46906Ι-Μ12,2022-05-03,ΕΓΚΡΙΣΗ ΔΑΠΑΝΗΣ ΣΑΕΠ 4/2022,,,20585.01,anonymous sponsor (empty sponsorAFMName)
655Ο46906Ι-Ζ7Ζ,2022-05-03,ΕΓΚΡΙΣΗ ΔΑΠΑΝΗΣ ΕΣΠΑ 3/2022 ΑΝΑΔΡΟΜΙΚΑ,,,55.11,anonymous sponsor (empty sponsorAFMName)
661Φ46906Ι-ΗΗΓ,2022-05-03,ΕΓΡΙΣΗ ΔΑΠΑΝΗΣ 3/2022 COVID N.K.,,,289.23,anonymous sponsor (empty sponsorAFMName)
ΨΤ2746906Ι-5Θ4,2022-05-03,ΟΛΟΗΜΕΡΗ ΛΕΙΤΟΥΡΓΙΑ ΕΡΓΑΣΤΗΡΙΩΝ ΙΑΝΟΥΑΡΙΟΥ 2022,,,7141.91,anonymous sponsor (empty sponsorAFMName)
Ω2ΜΤ46906Ι-ΟΤ2,2022-04-27,Έγκριση πληρωμής δαπάνης τακτικών εφημεριών ιατρικού προσωπικού μηνός Μαρτίου 2022,,,106161.87,anonymous sponsor (empty sponsorAFMName)
9ΘΒΞ46906Ι-ΙΒΛ,2022-04-14,Έγκριση εκκαθάρισης πρόσθετων εφημεριών μηνός Οκτωβρίου 2021,,,32304.84,anonymous sponsor (empty sponsorAFMName)
6ΣΦΔ46906Ι-7Υ2,2022-03-31,ΕΓΚΡΙΣΗ ΠΛΗΡΩΜΗΣ ΔΑΠΑΝΗΣ ΔΕΔΝΑ ΕΠΑΛ-ΕΠΑΣ ΜΑΘΗΤΕΙΑ  1-2022 Α',,,74.94,anonymous sponsor (empty sponsorAFMName)
Ω24246906Ι-ΡΑ1,2022-03-31,ΕΓΚΡΙΣΗ ΠΛΗΡΩΜΗΣ ΔΑΠΑΝΗΣ ΔΕΔΝΑ ΕΠΑΛ-ΕΠΑΣ ΜΑΘΗΤΕΙΑ  1-2022,,,637.52,anonymous sponsor (empty sponsorAFMName)
9Θ8Δ46906Ι-ΨΧ1,2022-03-31,ΕΓΚΡΙΣΗ ΠΛΗΡΩΜΗΣ ΔΑΠΑΝΗΣ ΔΕΔΟΥΛΕΥΜΕΝΑ 03-2022,,,3704.88,anonymous sponsor (empty sponsorAFMName)
ΨΡ7Ι46906Ι-ΠΧΔ,2022-03-31,ΕΓΚΡΙΣΗ ΠΛΗΡΩΜΗΣ ΔΑΠΑΝΗΣ ΔΕΔΝΑ 3-2022 COVID ΙΑΤΡΟΙ ΚΑΙ ΛΟΙΠΟΙ Β,,,58863.00,anonymous sponsor (empty sponsorAFMName)
ΩΤ0Γ46906Ι-6ΚΗ,2022-03-31,ΕΓΚΡΙΣΗ ΠΛΗΡΩΜΗΣ ΔΑΠΑΝΗΣ ΔΕΔΝΑ 03-2022 COVID ΛΟΙΠΟΙ Α,,,3335.67,anonymous sponsor (empty sponsorAFMName)
6Ω8Γ46906Ι-ΔΤΡ,2022-03-31,ΕΓΚΡΙΣΗ ΠΛΗΡΩΜΗΣ ΔΑΠΑΝΗΣ ΔΕΔΝΑ 3-2022 ΕΣΠΑ COVID-19 ΛΟΙΠΟ ΕΠΙΚΟΥΡΙΚΟ ΠΡΟΣΩΠΙΚΟ ΣΑΕΠ0081 ΥΠ.16-ΟΠΣ.5070506,,,18295.91,anonymous sponsor (empty sponsorAFMName)
6ΟΨΨ46906Ι-Ο2Ν,2022-03-30,"Έγκριση πληρωμής δαπάνης στους συμμετέχοντες υπαλλήλους, στην Εξόρμηση του Σταθμού Αιμοδοσίας του Γ.Ν.Θ .“ΑΓΙΟΣ ΠΑΥΛΟΣ” που πραγματοποιήθηκε στις 27 Φεβρουαρίου 2022 στην Ορμύλια του Νομού Χαλκιδικής, για λήψη αίματος",,,50.00,anonymous sponsor (empty sponsorAFMName)
6Ν6Ω46906Ι-ΧΜ5,2022-03-30,ΟΛΟΗΜΕΡΗ ΛΕΙΤΟΥΡΓΙΑ ΕΡΓΑΣΤΗΡΙΩΝ ΔΕΚΕΜΒΡΙΟΥ 2021,,,8930.18,anonymous sponsor (empty sponsorAFMName)
ΩΝΠ646906Ι-Η0Γ,2022-03-29,"Αποζημίωση εφημεριών Χημικών, Βιοχημικών, Κλινικών Χημικών, Βιολόγων, Φαρμακοποιών-Νοσοκομειακών Φαρμακοποιών, Ψυχολόγων Φυσικών Νοσοκομείων – Ακτινοφυσικών και Κτηνιάτρων, μηνός Φεβρουαρίου 2022.",,,3209.25,anonymous sponsor (empty sponsorAFMName)
63Ζ346906Ι-Η9Ε,2022-03-24,'Έγκριση πληρωμής δαπάνης τακτικών εφημεριών ιατρικού προσωπικού μηνός Φεβρουαρίου 2022,,,95622.55,anonymous sponsor (empty sponsorAFMName)
96Ι046906Ι-Μ1Σ,2022-03-22,ΟΛΟΗΜΕΡΗ ΛΕΙΤΟΥΡΓΙΑ ΕΡΓΑΣΤΗΡΙΩΝ ΝΟΕΜΡΙΟΥ 2021,,,11473.68,anonymous sponsor (empty sponsorAFMName)
6ΜΤΨ46906Ι-ΩΕ7,2022-03-22,ΟΛΟΗΜΕΡΗ ΛΕΙΤΟΥΡΓΙΑ ΕΡΓΑΣΤΗΡΙΩΝ ΟΚΤΩΒΡΙΟΥ 2021,,,12788.35,anonymous sponsor (empty sponsorAFMName)
